StartDate,EndDate,Progress,Duration (in seconds),RecordedDate,ResponseId,DistributionChannel,UserLanguage,Condition,Condition_name,Allergy_DV,Allergy_punish_no_punish,Const_DV,Constr_punish_no_punish,Law_opinion,Gender,Age,Lang,Uni,Uni_name,Education_group,Group_code,Main_studies,Semester,Advanced,Other_studies1,Other_studies2,Technical_problems
2021-01-22T08:49:11Z,2021-01-22T08:54:05Z,100,293,2021-01-22T08:54:05Z,R_AdMhtLDJ6vOvTq1,anonymous,DE,0,No Harm,5,1,10,1,5,2,32,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T08:50:06Z,2021-01-22T08:54:36Z,100,269,2021-01-22T08:54:36Z,R_24CzhY397msglHA,anonymous,DE,1,Harm,0,0,0,0,5,2,42,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T08:50:49Z,2021-01-22T08:54:39Z,100,230,2021-01-22T08:54:39Z,R_8kb6DpfSPOUuk8x,anonymous,DE,1,Harm,7,1,7,1,5,2,21,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T08:52:13Z,2021-01-22T08:55:20Z,100,187,2021-01-22T08:55:21Z,R_cMGLCN6SfD5bWff,anonymous,DE,0,No Harm,25,1,25,1,15,1,30,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T08:51:36Z,2021-01-22T08:56:10Z,100,273,2021-01-22T08:56:10Z,R_2qsyyVgZzXfXQfw,anonymous,DE,1,Harm,6,1,6,1,3,2,21,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T08:51:11Z,2021-01-22T08:56:54Z,100,343,2021-01-22T08:56:54Z,R_1ri8WcumtoqQwgY,anonymous,DE,0,No Harm,0,0,5,1,10,1,41,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T08:55:17Z,2021-01-22T08:57:12Z,100,115,2021-01-22T08:57:13Z,R_qCwvtFffBCtxtG9,anonymous,DE,1,Harm,10,1,5,1,10,2,30,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T08:55:26Z,2021-01-22T08:57:31Z,100,125,2021-01-22T08:57:31Z,R_3KOTTkm6UOCt5kQ,anonymous,DE,0,No Harm,6,1,12,1,1,1,32,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T08:50:37Z,2021-01-22T08:58:08Z,100,451,2021-01-22T08:58:08Z,R_3MAxzHnjY25qr5M,anonymous,DE,1,Harm,15,1,15,1,5,1,48,1,2,none,none,4,0,NA,NA,NA,NA,Keine Vorkomnisse
2021-01-22T08:52:07Z,2021-01-22T08:58:26Z,100,378,2021-01-22T08:58:26Z,R_ePvEqielhMBbG0h,anonymous,DE,1,Harm,3,1,3,1,5,2,34,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T08:52:21Z,2021-01-22T08:59:12Z,100,410,2021-01-22T08:59:12Z,R_2Y9REbNxTx49H5R,anonymous,DE,0,No Harm,15,1,15,1,10,1,32,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T08:55:12Z,2021-01-22T08:59:16Z,100,243,2021-01-22T08:59:16Z,R_3g0B3fE0SggDxFy,anonymous,DE,1,Harm,5,1,2,1,5,2,40,1,2,none,none,4,0,NA,NA,NA,NA,Keine
2021-01-22T08:56:49Z,2021-01-22T08:59:53Z,100,184,2021-01-22T08:59:53Z,R_BJvVtTsZMcZkrjX,anonymous,DE,0,No Harm,2,1,15,1,5,1,31,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T08:56:46Z,2021-01-22T09:01:37Z,100,291,2021-01-22T09:01:37Z,R_2dhxBgLX5Abbo8C,anonymous,DE,1,Harm,25,1,25,1,5,1,33,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T08:57:39Z,2021-01-22T09:02:10Z,100,271,2021-01-22T09:02:11Z,R_2EBnWoHJUENaGhw,anonymous,DE,1,Harm,0,0,0,0,2,2,55,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T08:58:43Z,2021-01-22T09:02:17Z,100,214,2021-01-22T09:02:17Z,R_3luL6ykQCmIHNIn,anonymous,DE,0,No Harm,5,1,5,1,5,1,39,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:00:58Z,2021-01-22T09:04:23Z,100,204,2021-01-22T09:04:23Z,R_2cp9lUMQv7Unkro,anonymous,DE,1,Harm,0,0,1,1,2,2,27,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:02:06Z,2021-01-22T09:06:43Z,100,277,2021-01-22T09:06:43Z,R_5zfVAslFq5YsDPX,anonymous,DE,0,No Harm,2,1,10,1,12,1,35,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:06:34Z,2021-01-22T09:07:37Z,100,63,2021-01-22T09:07:37Z,R_5vfxnx5pALuZLl7,anonymous,DE,1,Harm,10,1,10,1,10,1,25,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:04:02Z,2021-01-22T09:07:53Z,100,230,2021-01-22T09:07:53Z,R_wTc0etuWCgh7QpX,anonymous,DE,1,Harm,10,1,10,1,10,1,39,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:05:27Z,2021-01-22T09:10:39Z,100,311,2021-01-22T09:10:39Z,R_3EszFjdN8V7TQ5p,anonymous,DE,0,No Harm,15,1,15,1,5,1,57,1,2,none,none,4,0,NA,NA,NA,NA,alles in Ordnung
2021-01-22T09:05:46Z,2021-01-22T09:11:02Z,100,316,2021-01-22T09:11:03Z,R_1GwfwNzLLFuXzbI,anonymous,DE,1,Harm,5,1,5,1,2,1,45,1,2,none,none,4,0,NA,NA,NA,NA,nein
2021-01-22T09:07:17Z,2021-01-22T09:11:12Z,100,235,2021-01-22T09:11:12Z,R_eJqYKeagAdugvKh,anonymous,DE,1,Harm,15,1,15,1,5,1,38,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:05:05Z,2021-01-22T09:11:49Z,100,404,2021-01-22T09:11:50Z,R_3Ea452r4Ta5z5AD,anonymous,DE,0,No Harm,3,1,3,1,5,1,58,1,2,none,none,4,0,NA,NA,NA,NA,"Man fragt sich, wie diese Tötungsversuche überhaupt aufgefallen und zur Anklage gekommen sind?"
2021-01-22T09:07:43Z,2021-01-22T09:11:52Z,100,248,2021-01-22T09:11:52Z,R_1JL9XrIWUlmvSAO,anonymous,DE,0,No Harm,8,1,5,1,3,1,54,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:10:21Z,2021-01-22T09:13:07Z,100,166,2021-01-22T09:13:08Z,R_1EbzgHe6syh0v5V,anonymous,DE,0,No Harm,25,1,25,1,10,2,43,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:08:24Z,2021-01-22T09:14:13Z,100,349,2021-01-22T09:14:14Z,R_1qgrrOLnYRhSLlc,anonymous,DE,1,Harm,0,0,0,0,5,1,37,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:05:14Z,2021-01-22T09:14:59Z,100,584,2021-01-22T09:15:00Z,R_OcVbosqFrjl1fgJ,anonymous,DE,0,No Harm,1,1,0,0,1,1,57,1,2,none,none,4,0,NA,NA,NA,NA,es gab keine Probleme.
2021-01-22T09:10:36Z,2021-01-22T09:15:51Z,100,314,2021-01-22T09:15:52Z,R_238JAzP6AfTLLbA,anonymous,DE,1,Harm,20,1,20,1,20,1,40,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:13:01Z,2021-01-22T09:16:27Z,100,205,2021-01-22T09:16:27Z,R_3n1brvZgxlwBq0l,anonymous,DE,0,No Harm,3,1,5,1,2,2,21,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:18:12Z,2021-01-22T09:20:13Z,100,121,2021-01-22T09:20:13Z,R_2CBsygXUQ9IyRd0,anonymous,DE,1,Harm,5,1,10,1,10,1,37,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:17:49Z,2021-01-22T09:20:49Z,100,179,2021-01-22T09:20:49Z,R_3haUWwo3DSb68OA,anonymous,DE,0,No Harm,25,1,25,1,5,1,40,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:19:51Z,2021-01-22T09:21:11Z,100,80,2021-01-22T09:21:12Z,R_1pRtrVZBNDXxmAa,anonymous,DE,0,No Harm,2,1,4,1,8,2,51,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:19:25Z,2021-01-22T09:22:22Z,100,176,2021-01-22T09:22:22Z,R_Z9wW8zrgYcds8AF,anonymous,DE,0,No Harm,5,1,3,1,5,2,22,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:18:01Z,2021-01-22T09:22:51Z,100,290,2021-01-22T09:22:52Z,R_xgEbTT8B1r6nQ6B,anonymous,DE,1,Harm,5,1,5,1,5,1,34,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:18:03Z,2021-01-22T09:22:59Z,100,296,2021-01-22T09:22:59Z,R_2dv9TB3T2W1Uhks,anonymous,DE,1,Harm,6,1,6,1,3,1,53,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:16:40Z,2021-01-22T09:23:12Z,100,392,2021-01-22T09:23:12Z,R_3lLew7nMA3lolRU,anonymous,DE,0,No Harm,15,1,25,1,10,1,36,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:18:21Z,2021-01-22T09:24:28Z,100,367,2021-01-22T09:24:29Z,R_2P6ZCOxZA8wrZ5Y,anonymous,DE,1,Harm,5,1,5,1,3,1,30,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:24:15Z,2021-01-22T09:25:10Z,100,55,2021-01-22T09:25:11Z,R_1gAQ6s6JV5jeqHh,anonymous,DE,1,Harm,6,1,5,1,16,1,26,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:24:42Z,2021-01-22T09:27:11Z,100,148,2021-01-22T09:27:11Z,R_1lsHhBJjDrnNOJb,anonymous,DE,0,No Harm,3,1,5,1,4,1,33,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:24:57Z,2021-01-22T09:27:56Z,100,178,2021-01-22T09:27:56Z,R_3ETn8rRPcUOMzWs,anonymous,DE,1,Harm,10,1,10,1,10,2,23,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:22:33Z,2021-01-22T09:29:40Z,100,427,2021-01-22T09:29:40Z,R_2f25HlNxofKaAY8,anonymous,DE,0,No Harm,10,1,10,1,10,1,64,1,2,none,none,4,0,NA,NA,NA,NA,alles okay
2021-01-22T09:26:58Z,2021-01-22T09:30:19Z,100,200,2021-01-22T09:30:20Z,R_ZeD1KyFioaRLBOF,anonymous,DE,0,No Harm,2,1,2,1,1,1,24,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:21:18Z,2021-01-22T09:31:09Z,100,591,2021-01-22T09:31:10Z,R_1F3AyVOUcaOXqft,anonymous,DE,0,No Harm,10,1,15,1,15,1,62,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:27:39Z,2021-01-22T09:31:34Z,100,235,2021-01-22T09:31:35Z,R_2wmKLiv6bjxK8SI,anonymous,DE,1,Harm,10,1,20,1,5,1,37,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:17:02Z,2021-01-22T09:32:44Z,100,941,2021-01-22T09:32:44Z,R_1nUVtCRJF4PgWRC,anonymous,DE,0,No Harm,3,1,3,1,15,2,20,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:30:02Z,2021-01-22T09:32:59Z,100,176,2021-01-22T09:32:59Z,R_31gZcc3S6r1qVt6,anonymous,DE,0,No Harm,0,0,10,1,8,1,37,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:26:25Z,2021-01-22T09:36:15Z,100,589,2021-01-22T09:36:15Z,R_3fBi0M6v65kej39,anonymous,DE,1,Harm,10,1,10,1,10,2,30,1,2,none,none,4,0,NA,NA,NA,NA,Keine Probleme.
2021-01-22T09:31:43Z,2021-01-22T09:36:17Z,100,273,2021-01-22T09:36:17Z,R_WktjF2HGmN8FLFL,anonymous,DE,0,No Harm,10,1,10,1,15,2,38,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:33:27Z,2021-01-22T09:36:50Z,100,203,2021-01-22T09:36:50Z,R_2zI3xJ4Q478A9ku,anonymous,DE,0,No Harm,4,1,5,1,3,1,35,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:32:48Z,2021-01-22T09:37:18Z,100,269,2021-01-22T09:37:18Z,R_3QXi9O87pU6Dtdg,anonymous,DE,1,Harm,1,1,1,1,5,2,58,1,2,none,none,4,0,NA,NA,NA,NA,Es hat alles reibungslos und zügig funktioniert.
2021-01-22T09:32:10Z,2021-01-22T09:37:18Z,100,308,2021-01-22T09:37:18Z,R_2q35d89sIRRKaEv,anonymous,DE,1,Harm,13,1,12,1,7,1,48,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:32:55Z,2021-01-22T09:38:34Z,100,339,2021-01-22T09:38:35Z,R_1gOb24SGEz0rbWe,anonymous,DE,1,Harm,0,0,0,0,15,1,57,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:33:49Z,2021-01-22T09:40:07Z,100,378,2021-01-22T09:40:08Z,R_9nQYLqIXYGeTMGt,anonymous,DE,1,Harm,10,1,10,1,10,1,65,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:38:20Z,2021-01-22T09:42:27Z,100,246,2021-01-22T09:42:27Z,R_U9AxBXAv2b3MQX7,anonymous,DE,0,No Harm,4,1,3,1,4,3,19,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:37:14Z,2021-01-22T09:44:34Z,100,440,2021-01-22T09:44:34Z,R_3fjjiAQO01iPDmW,anonymous,DE,1,Harm,3,1,5,1,15,1,28,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:40:24Z,2021-01-22T09:45:50Z,100,325,2021-01-22T09:45:50Z,R_3qKH14GJQeNgGKY,anonymous,DE,0,No Harm,10,1,20,1,10,1,36,1,2,none,none,4,0,NA,NA,NA,NA,Es sind keine Probleme bei mir aufgetreten.
2021-01-22T09:41:50Z,2021-01-22T09:46:00Z,100,250,2021-01-22T09:46:00Z,R_eOHWZx23hTMyXUB,anonymous,DE,1,Harm,15,1,15,1,5,1,46,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:43:04Z,2021-01-22T09:47:15Z,100,250,2021-01-22T09:47:15Z,R_2ZWDBAoJgQl6g7c,anonymous,DE,0,No Harm,5,1,5,1,2,1,36,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:43:31Z,2021-01-22T09:47:32Z,100,240,2021-01-22T09:47:32Z,R_2QSrsK03n1FqG75,anonymous,DE,1,Harm,10,1,10,1,10,2,47,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:25:11Z,2021-01-22T09:47:52Z,100,1360,2021-01-22T09:47:53Z,R_BSwBCVmdowfgotr,anonymous,DE,1,Harm,15,1,15,1,10,2,34,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:43:48Z,2021-01-22T09:49:21Z,100,333,2021-01-22T09:49:22Z,R_2huji8DEXh1bNKN,anonymous,DE,0,No Harm,10,1,12,1,15,1,34,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:44:32Z,2021-01-22T09:50:03Z,100,330,2021-01-22T09:50:03Z,R_3iyDDon8CmaE1r5,anonymous,DE,1,Harm,0,0,0,0,8,2,41,1,2,none,none,4,0,NA,NA,NA,NA,Ich hatte keine Probleme.
2021-01-22T09:46:17Z,2021-01-22T09:51:30Z,100,313,2021-01-22T09:51:31Z,R_6LNZ5vrQXk1qG1b,anonymous,DE,0,No Harm,20,1,20,1,10,1,50,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:44:24Z,2021-01-22T09:51:40Z,100,435,2021-01-22T09:51:40Z,R_1DXSottsPp8PM7b,anonymous,DE,1,Harm,3,1,3,1,3,2,46,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:48:01Z,2021-01-22T09:52:11Z,100,249,2021-01-22T09:52:11Z,R_3Dd90TxyOGzYACB,anonymous,DE,0,No Harm,5,1,25,1,20,1,40,1,2,none,none,4,0,NA,NA,NA,NA,Nein. Alles lief glatt
2021-01-22T09:49:20Z,2021-01-22T09:52:24Z,100,183,2021-01-22T09:52:24Z,R_3w5iNv86iXA5oEF,anonymous,DE,1,Harm,15,1,15,1,15,1,36,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:49:30Z,2021-01-22T09:54:56Z,100,325,2021-01-22T09:54:56Z,R_2dZaXtNUHoQfDQ7,anonymous,DE,0,No Harm,0,0,10,1,8,1,27,1,2,none,none,4,0,NA,NA,NA,NA,Nichts.
2021-01-22T09:50:45Z,2021-01-22T09:55:17Z,100,271,2021-01-22T09:55:17Z,R_2WSyIK24mXv7Et3,anonymous,DE,1,Harm,10,1,15,1,8,1,25,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:47:57Z,2021-01-22T09:55:23Z,100,446,2021-01-22T09:55:24Z,R_vc0xHJFP1OYggyR,anonymous,DE,1,Harm,25,1,25,1,15,2,37,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:51:36Z,2021-01-22T09:56:28Z,100,291,2021-01-22T09:56:28Z,R_cVn4V9YvTSTydqh,anonymous,DE,0,No Harm,2,1,10,1,5,2,57,1,2,none,none,4,0,NA,NA,NA,NA,keine
2021-01-22T09:53:36Z,2021-01-22T09:56:57Z,100,200,2021-01-22T09:56:57Z,R_2SITAV7jB2P4B0Q,anonymous,DE,1,Harm,5,1,5,1,5,1,50,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:57:09Z,2021-01-22T10:00:33Z,100,203,2021-01-22T10:00:33Z,R_3Eut0Q06wORaqLx,anonymous,DE,1,Harm,0,0,10,1,10,2,51,1,2,none,none,4,0,NA,NA,NA,NA,Keine
2021-01-22T09:56:30Z,2021-01-22T10:01:08Z,100,278,2021-01-22T10:01:09Z,R_2aKQMsvwNPhAkM3,anonymous,DE,0,No Harm,0,0,0,0,0,1,48,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T09:59:45Z,2021-01-22T10:03:28Z,100,222,2021-01-22T10:03:28Z,R_3F4D3BwPiJSvBDe,anonymous,DE,1,Harm,0,0,0,0,5,1,39,1,2,none,none,4,0,NA,NA,NA,NA,nein
2021-01-22T09:58:40Z,2021-01-22T10:05:29Z,100,409,2021-01-22T10:05:30Z,R_1Qzr0D3SDtCc4iD,anonymous,DE,0,No Harm,4,1,8,1,8,1,40,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T10:03:03Z,2021-01-22T10:05:35Z,100,151,2021-01-22T10:05:35Z,R_yJSzPKh8wqlLsPf,anonymous,DE,0,No Harm,2,1,12,1,5,1,28,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T10:03:43Z,2021-01-22T10:06:21Z,100,157,2021-01-22T10:06:21Z,R_6oki1rUqyPfpmbD,anonymous,DE,0,No Harm,2,1,2,1,5,1,29,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T10:05:56Z,2021-01-22T10:07:21Z,100,85,2021-01-22T10:07:21Z,R_Rt5woAbQrQszhlL,anonymous,DE,1,Harm,0,0,0,0,4,2,34,1,2,none,none,4,0,NA,NA,NA,NA,nein
2021-01-22T10:05:12Z,2021-01-22T10:07:59Z,100,166,2021-01-22T10:07:59Z,R_1KfNLrECi7aLbM6,anonymous,DE,1,Harm,10,1,10,1,10,1,36,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T10:04:51Z,2021-01-22T10:08:41Z,100,230,2021-01-22T10:08:42Z,R_4UFKkDY70hNa5tT,anonymous,DE,0,No Harm,7,1,8,1,8,1,18,1,2,none,none,4,0,NA,NA,NA,NA,Alles gut gelaufen
2021-01-22T10:07:37Z,2021-01-22T10:14:12Z,100,394,2021-01-22T10:14:12Z,R_XEYrnq6B0XElgWJ,anonymous,DE,0,No Harm,10,1,10,1,10,1,31,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T10:18:27Z,2021-01-22T10:20:29Z,100,121,2021-01-22T10:20:29Z,R_R3p4HHOSO3ehcIx,anonymous,DE,0,No Harm,0,0,25,1,10,2,23,1,2,none,none,4,0,NA,NA,NA,NA,War alles ok
2021-01-22T10:09:10Z,2021-01-22T10:21:13Z,100,722,2021-01-22T10:21:13Z,R_3M4FUxbDPFnORG5,anonymous,DE,1,Harm,0,0,0,0,15,1,25,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T10:20:50Z,2021-01-22T10:23:44Z,100,173,2021-01-22T10:23:44Z,R_3nxFN8PjeuUipTf,anonymous,DE,0,No Harm,5,1,5,1,10,1,24,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T10:19:06Z,2021-01-22T10:24:50Z,100,344,2021-01-22T10:24:50Z,R_2D6MsHNJIPqNNp4,anonymous,DE,1,Harm,3,1,3,1,3,1,39,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T10:22:42Z,2021-01-22T10:25:56Z,100,194,2021-01-22T10:25:57Z,R_3NIJkW0k2PSG8VO,anonymous,DE,0,No Harm,1,1,2,1,2,1,25,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T10:24:52Z,2021-01-22T10:28:40Z,100,227,2021-01-22T10:28:40Z,R_DCuuDWMokBFxHk5,anonymous,DE,1,Harm,2,1,2,1,5,2,32,1,2,none,none,4,0,NA,NA,NA,NA,NA
2021-01-22T10:25:45Z,2021-01-22T10:29:27Z,100,222,2021-01-22T10:29:28Z,R_vMoAxew3NDCDRLP,anonymous,DE,1,Harm,5,1,25,1,5,2,53,1,2,none,none,4,0,NA,NA,NA,NA,NA
