StartDate,EndDate,Progress,Duration (in seconds),RecordedDate,ResponseId,DistributionChannel,UserLanguage,Condition,Condition_name,Allergy_DV,Allergy_punish_no_punish,Const_DV,Constr_punish_no_punish,Law_opinion,Gender,Age,Lang,Uni,Uni_name,Education_group,Group_code,Main_studies,Semester,Advanced,Other_studies1,Other_studies2,Technical_problems
1/22/21 9:13,1/22/21 9:16,100,205,1/22/21 9:16,R_3n1brvZgxlwBq0l,anonymous,DE,0,No Harm,3,1,5,1,2,2,21,1,2,none,none,4,0,,,,,
1/22/21 9:18,1/22/21 9:20,100,121,1/22/21 9:20,R_2CBsygXUQ9IyRd0,anonymous,DE,1,Harm,5,1,10,1,10,1,37,1,2,none,none,4,0,,,,,
1/22/21 9:17,1/22/21 9:20,100,179,1/22/21 9:20,R_3haUWwo3DSb68OA,anonymous,DE,0,No Harm,25,1,25,1,5,1,40,1,2,none,none,4,0,,,,,
1/22/21 9:19,1/22/21 9:21,100,80,1/22/21 9:21,R_1pRtrVZBNDXxmAa,anonymous,DE,0,No Harm,2,1,4,1,8,2,51,1,2,none,none,4,0,,,,,
1/22/21 9:19,1/22/21 9:22,100,176,1/22/21 9:22,R_Z9wW8zrgYcds8AF,anonymous,DE,0,No Harm,5,1,3,1,5,2,22,1,2,none,none,4,0,,,,,
1/22/21 9:18,1/22/21 9:22,100,290,1/22/21 9:22,R_xgEbTT8B1r6nQ6B,anonymous,DE,1,Harm,5,1,5,1,5,1,34,1,2,none,none,4,0,,,,,
1/22/21 9:18,1/22/21 9:22,100,296,1/22/21 9:22,R_2dv9TB3T2W1Uhks,anonymous,DE,1,Harm,6,1,6,1,3,1,53,1,2,none,none,4,0,,,,,
1/22/21 9:16,1/22/21 9:23,100,392,1/22/21 9:23,R_3lLew7nMA3lolRU,anonymous,DE,0,No Harm,15,1,25,1,10,1,36,1,2,none,none,4,0,,,,,
1/22/21 9:18,1/22/21 9:24,100,367,1/22/21 9:24,R_2P6ZCOxZA8wrZ5Y,anonymous,DE,1,Harm,5,1,5,1,3,1,30,1,2,none,none,4,0,,,,,
1/22/21 9:24,1/22/21 9:25,100,55,1/22/21 9:25,R_1gAQ6s6JV5jeqHh,anonymous,DE,1,Harm,6,1,5,1,16,1,26,1,2,none,none,4,0,,,,,
1/22/21 9:24,1/22/21 9:27,100,148,1/22/21 9:27,R_1lsHhBJjDrnNOJb,anonymous,DE,0,No Harm,3,1,5,1,4,1,33,1,2,none,none,4,0,,,,,
1/22/21 9:24,1/22/21 9:27,100,178,1/22/21 9:27,R_3ETn8rRPcUOMzWs,anonymous,DE,1,Harm,10,1,10,1,10,2,23,1,2,none,none,4,0,,,,,
1/22/21 9:22,1/22/21 9:29,100,427,1/22/21 9:29,R_2f25HlNxofKaAY8,anonymous,DE,0,No Harm,10,1,10,1,10,1,64,1,2,none,none,4,0,,,,,alles okay
1/22/21 9:26,1/22/21 9:30,100,200,1/22/21 9:30,R_ZeD1KyFioaRLBOF,anonymous,DE,0,No Harm,2,1,2,1,1,1,24,1,2,none,none,4,0,,,,,
1/22/21 9:21,1/22/21 9:31,100,591,1/22/21 9:31,R_1F3AyVOUcaOXqft,anonymous,DE,0,No Harm,10,1,15,1,15,1,62,1,2,none,none,4,0,,,,,
1/22/21 9:27,1/22/21 9:31,100,235,1/22/21 9:31,R_2wmKLiv6bjxK8SI,anonymous,DE,1,Harm,10,1,20,1,5,1,37,1,2,none,none,4,0,,,,,
1/22/21 9:17,1/22/21 9:32,100,941,1/22/21 9:32,R_1nUVtCRJF4PgWRC,anonymous,DE,0,No Harm,3,1,3,1,15,2,20,1,2,none,none,4,0,,,,,
1/22/21 9:30,1/22/21 9:32,100,176,1/22/21 9:32,R_31gZcc3S6r1qVt6,anonymous,DE,0,No Harm,0,0,10,1,8,1,37,1,2,none,none,4,0,,,,,
1/22/21 9:26,1/22/21 9:36,100,589,1/22/21 9:36,R_3fBi0M6v65kej39,anonymous,DE,1,Harm,10,1,10,1,10,2,30,1,2,none,none,4,0,,,,,Keine Probleme.
1/22/21 9:31,1/22/21 9:36,100,273,1/22/21 9:36,R_WktjF2HGmN8FLFL,anonymous,DE,0,No Harm,10,1,10,1,15,2,38,1,2,none,none,4,0,,,,,
1/22/21 9:33,1/22/21 9:36,100,203,1/22/21 9:36,R_2zI3xJ4Q478A9ku,anonymous,DE,0,No Harm,4,1,5,1,3,1,35,1,2,none,none,4,0,,,,,
1/22/21 9:32,1/22/21 9:37,100,269,1/22/21 9:37,R_3QXi9O87pU6Dtdg,anonymous,DE,1,Harm,1,1,1,1,5,2,58,1,2,none,none,4,0,,,,,Es hat alles reibungslos und zügig funktioniert.
1/22/21 9:32,1/22/21 9:37,100,308,1/22/21 9:37,R_2q35d89sIRRKaEv,anonymous,DE,1,Harm,13,1,12,1,7,1,48,1,2,none,none,4,0,,,,,
1/22/21 9:32,1/22/21 9:38,100,339,1/22/21 9:38,R_1gOb24SGEz0rbWe,anonymous,DE,1,Harm,0,0,0,0,15,1,57,1,2,none,none,4,0,,,,,
1/22/21 9:33,1/22/21 9:40,100,378,1/22/21 9:40,R_9nQYLqIXYGeTMGt,anonymous,DE,1,Harm,10,1,10,1,10,1,65,1,2,none,none,4,0,,,,,
1/22/21 9:38,1/22/21 9:42,100,246,1/22/21 9:42,R_U9AxBXAv2b3MQX7,anonymous,DE,0,No Harm,4,1,3,1,4,3,19,1,2,none,none,4,0,,,,,
1/22/21 9:37,1/22/21 9:44,100,440,1/22/21 9:44,R_3fjjiAQO01iPDmW,anonymous,DE,1,Harm,3,1,5,1,15,1,28,1,2,none,none,4,0,,,,,
1/22/21 9:40,1/22/21 9:45,100,325,1/22/21 9:45,R_3qKH14GJQeNgGKY,anonymous,DE,0,No Harm,10,1,20,1,10,1,36,1,2,none,none,4,0,,,,,Es sind keine Probleme bei mir aufgetreten.
1/22/21 9:41,1/22/21 9:46,100,250,1/22/21 9:46,R_eOHWZx23hTMyXUB,anonymous,DE,1,Harm,15,1,15,1,5,1,46,1,2,none,none,4,0,,,,,
1/22/21 9:43,1/22/21 9:47,100,250,1/22/21 9:47,R_2ZWDBAoJgQl6g7c,anonymous,DE,0,No Harm,5,1,5,1,2,1,36,1,2,none,none,4,0,,,,,
1/22/21 9:43,1/22/21 9:47,100,240,1/22/21 9:47,R_2QSrsK03n1FqG75,anonymous,DE,1,Harm,10,1,10,1,10,2,47,1,2,none,none,4,0,,,,,
1/22/21 9:25,1/22/21 9:47,100,1360,1/22/21 9:47,R_BSwBCVmdowfgotr,anonymous,DE,1,Harm,15,1,15,1,10,2,34,1,2,none,none,4,0,,,,,
1/22/21 9:43,1/22/21 9:49,100,333,1/22/21 9:49,R_2huji8DEXh1bNKN,anonymous,DE,0,No Harm,10,1,12,1,15,1,34,1,2,none,none,4,0,,,,,
1/22/21 9:44,1/22/21 9:50,100,330,1/22/21 9:50,R_3iyDDon8CmaE1r5,anonymous,DE,1,Harm,0,0,0,0,8,2,41,1,2,none,none,4,0,,,,,Ich hatte keine Probleme. 
1/22/21 9:46,1/22/21 9:51,100,313,1/22/21 9:51,R_6LNZ5vrQXk1qG1b,anonymous,DE,0,No Harm,20,1,20,1,10,1,50,1,2,none,none,4,0,,,,,
1/22/21 9:44,1/22/21 9:51,100,435,1/22/21 9:51,R_1DXSottsPp8PM7b,anonymous,DE,1,Harm,3,1,3,1,3,2,46,1,2,none,none,4,0,,,,,
1/22/21 9:48,1/22/21 9:52,100,249,1/22/21 9:52,R_3Dd90TxyOGzYACB,anonymous,DE,0,No Harm,5,1,25,1,20,1,40,1,2,none,none,4,0,,,,,Nein. Alles lief glatt 
1/22/21 9:49,1/22/21 9:52,100,183,1/22/21 9:52,R_3w5iNv86iXA5oEF,anonymous,DE,1,Harm,15,1,15,1,15,1,36,1,2,none,none,4,0,,,,,
1/22/21 9:49,1/22/21 9:54,100,325,1/22/21 9:54,R_2dZaXtNUHoQfDQ7,anonymous,DE,0,No Harm,0,0,10,1,8,1,27,1,2,none,none,4,0,,,,,Nichts.
1/22/21 9:50,1/22/21 9:55,100,271,1/22/21 9:55,R_2WSyIK24mXv7Et3,anonymous,DE,1,Harm,10,1,15,1,8,1,25,1,2,none,none,4,0,,,,,
1/22/21 9:47,1/22/21 9:55,100,446,1/22/21 9:55,R_vc0xHJFP1OYggyR,anonymous,DE,1,Harm,25,1,25,1,15,2,37,1,2,none,none,4,0,,,,,
1/22/21 9:51,1/22/21 9:56,100,291,1/22/21 9:56,R_cVn4V9YvTSTydqh,anonymous,DE,0,No Harm,2,1,10,1,5,2,57,1,2,none,none,4,0,,,,,keine
1/22/21 9:53,1/22/21 9:56,100,200,1/22/21 9:56,R_2SITAV7jB2P4B0Q,anonymous,DE,1,Harm,5,1,5,1,5,1,50,1,2,none,none,4,0,,,,,
1/22/21 9:57,1/22/21 10:00,100,203,1/22/21 10:00,R_3Eut0Q06wORaqLx,anonymous,DE,1,Harm,0,0,10,1,10,2,51,1,2,none,none,4,0,,,,,Keine
1/22/21 9:56,1/22/21 10:01,100,278,1/22/21 10:01,R_2aKQMsvwNPhAkM3,anonymous,DE,0,No Harm,0,0,0,0,0,1,48,1,2,none,none,4,0,,,,,
1/22/21 9:59,1/22/21 10:03,100,222,1/22/21 10:03,R_3F4D3BwPiJSvBDe,anonymous,DE,1,Harm,0,0,0,0,5,1,39,1,2,none,none,4,0,,,,,nein
1/22/21 9:58,1/22/21 10:05,100,409,1/22/21 10:05,R_1Qzr0D3SDtCc4iD,anonymous,DE,0,No Harm,4,1,8,1,8,1,40,1,2,none,none,4,0,,,,,
1/22/21 10:03,1/22/21 10:05,100,151,1/22/21 10:05,R_yJSzPKh8wqlLsPf,anonymous,DE,0,No Harm,2,1,12,1,5,1,28,1,2,none,none,4,0,,,,,
1/22/21 10:03,1/22/21 10:06,100,157,1/22/21 10:06,R_6oki1rUqyPfpmbD,anonymous,DE,0,No Harm,2,1,2,1,5,1,29,1,2,none,none,4,0,,,,,
1/22/21 10:05,1/22/21 10:07,100,85,1/22/21 10:07,R_Rt5woAbQrQszhlL,anonymous,DE,1,Harm,0,0,0,0,4,2,34,1,2,none,none,4,0,,,,,nein
1/22/21 10:05,1/22/21 10:07,100,166,1/22/21 10:07,R_1KfNLrECi7aLbM6,anonymous,DE,1,Harm,10,1,10,1,10,1,36,1,2,none,none,4,0,,,,,
1/22/21 10:04,1/22/21 10:08,100,230,1/22/21 10:08,R_4UFKkDY70hNa5tT,anonymous,DE,0,No Harm,7,1,8,1,8,1,18,1,2,none,none,4,0,,,,,Alles gut gelaufen 
1/22/21 10:07,1/22/21 10:14,100,394,1/22/21 10:14,R_XEYrnq6B0XElgWJ,anonymous,DE,0,No Harm,10,1,10,1,10,1,31,1,2,none,none,4,0,,,,,
1/22/21 10:18,1/22/21 10:20,100,121,1/22/21 10:20,R_R3p4HHOSO3ehcIx,anonymous,DE,0,No Harm,0,0,25,1,10,2,23,1,2,none,none,4,0,,,,,War alles ok
1/22/21 10:09,1/22/21 10:21,100,722,1/22/21 10:21,R_3M4FUxbDPFnORG5,anonymous,DE,1,Harm,0,0,0,0,15,1,25,1,2,none,none,4,0,,,,,
1/22/21 10:20,1/22/21 10:23,100,173,1/22/21 10:23,R_3nxFN8PjeuUipTf,anonymous,DE,0,No Harm,5,1,5,1,10,1,24,1,2,none,none,4,0,,,,,
1/22/21 10:19,1/22/21 10:24,100,344,1/22/21 10:24,R_2D6MsHNJIPqNNp4,anonymous,DE,1,Harm,3,1,3,1,3,1,39,1,2,none,none,4,0,,,,,
1/22/21 10:22,1/22/21 10:25,100,194,1/22/21 10:25,R_3NIJkW0k2PSG8VO,anonymous,DE,0,No Harm,1,1,2,1,2,1,25,1,2,none,none,4,0,,,,,
1/22/21 10:24,1/22/21 10:28,100,227,1/22/21 10:28,R_DCuuDWMokBFxHk5,anonymous,DE,1,Harm,2,1,2,1,5,2,32,1,2,none,none,4,0,,,,,
1/22/21 10:25,1/22/21 10:29,100,222,1/22/21 10:29,R_vMoAxew3NDCDRLP,anonymous,DE,1,Harm,5,1,25,1,5,2,53,1,2,none,none,4,0,,,,,
1/22/21 10:18,1/22/21 10:32,100,809,1/22/21 10:32,R_1M5nWdzZEJh0u4W,anonymous,DE,0,No Harm,20,1,20,1,10,1,38,1,2,none,none,4,0,,,,,
1/22/21 10:28,1/22/21 10:32,100,254,1/22/21 10:32,R_3jTJTwoFrR3tWqY,anonymous,DE,1,Harm,4,1,4,1,6,2,19,1,2,none,none,4,0,,,,,
1/22/21 10:27,1/22/21 10:32,100,355,1/22/21 10:32,R_9B5vYOPot1iQ4Eh,anonymous,DE,0,No Harm,10,1,10,1,10,2,37,1,2,none,none,4,0,,,,,
1/22/21 10:30,1/22/21 10:34,100,221,1/22/21 10:34,R_3iRxF2mwb12sr7o,anonymous,DE,0,No Harm,7,1,7,1,7,2,18,1,2,none,none,4,0,,,,,
1/22/21 10:36,1/22/21 10:39,100,170,1/22/21 10:39,R_1gMl1UI15gf4F8A,anonymous,DE,1,Harm,5,1,5,1,5,2,41,1,2,none,none,4,0,,,,,
1/22/21 10:37,1/22/21 10:41,100,204,1/22/21 10:41,R_YWej1SeWBYSzV6h,anonymous,DE,0,No Harm,25,1,25,1,3,1,35,1,2,none,none,4,0,,,,,
1/22/21 10:40,1/22/21 10:44,100,271,1/22/21 10:44,R_spx7LBg99mo3HGN,anonymous,DE,1,Harm,3,1,5,1,4,1,31,1,2,none,none,4,0,,,,,
1/22/21 10:41,1/22/21 10:46,100,273,1/22/21 10:46,R_2BwDXyhnebkSeKD,anonymous,DE,0,No Harm,1,1,5,1,7,2,33,1,2,none,none,4,0,,,,,
1/22/21 10:42,1/22/21 10:48,100,351,1/22/21 10:48,R_2AYIthUVcsvjkt5,anonymous,DE,0,No Harm,15,1,15,1,15,1,40,1,2,none,none,4,0,,,,,
1/22/21 10:42,1/22/21 10:48,100,368,1/22/21 10:48,R_PziIAGDOD2A4z17,anonymous,DE,1,Harm,0,0,0,0,15,1,27,1,2,none,none,4,0,,,,,
1/22/21 10:46,1/22/21 10:49,100,188,1/22/21 10:49,R_2DS3mP0cvuY6l14,anonymous,DE,1,Harm,0,0,4,1,15,1,18,1,2,none,none,4,0,,,,,
1/22/21 10:46,1/22/21 10:49,100,203,1/22/21 10:49,R_3qfZZjlqGtGHI5o,anonymous,DE,0,No Harm,4,1,4,1,2,1,34,1,2,none,none,4,0,,,,,
1/22/21 10:49,1/22/21 10:52,100,171,1/22/21 10:52,R_2Ybt59rSKSd1pZO,anonymous,DE,1,Harm,25,1,25,1,8,2,30,1,2,none,none,4,0,,,,,
1/22/21 10:50,1/22/21 10:53,100,172,1/22/21 10:53,R_33jSBrbZiCkN6rO,anonymous,DE,0,No Harm,15,1,15,1,10,1,48,1,2,none,none,4,0,,,,,
1/22/21 10:48,1/22/21 10:55,100,406,1/22/21 10:55,R_w7E7rt4K7lfNsXL,anonymous,DE,1,Harm,0,0,0,0,6,1,40,1,2,none,none,4,0,,,,,
1/22/21 10:45,1/22/21 10:55,100,624,1/22/21 10:55,R_217BncH3DBHwZ5g,anonymous,DE,0,No Harm,2,1,5,1,3,1,65,1,2,none,none,4,0,,,,,Alles ok.
1/22/21 10:54,1/22/21 10:57,100,171,1/22/21 10:57,R_3fPIMb3LNediGPD,anonymous,DE,0,No Harm,0,0,0,0,2,1,32,1,2,none,none,4,0,,,,,
1/22/21 10:53,1/22/21 10:58,100,314,1/22/21 10:58,R_3pfGbURI6XVByQA,anonymous,DE,1,Harm,5,1,5,1,7,1,49,1,2,none,none,4,0,,,,,
1/22/21 10:51,1/22/21 10:58,100,407,1/22/21 10:58,R_3n5ZSTS6lhDcIuI,anonymous,DE,0,No Harm,1,1,3,1,3,1,44,1,2,none,none,4,0,,,,,
1/22/21 10:52,1/22/21 10:59,100,437,1/22/21 11:00,R_O1fdkGDBMsJEc2R,anonymous,DE,1,Harm,0,0,0,0,5,2,55,1,2,none,none,4,0,,,,,Alles okay und bitte gesund bleiben!!!
1/22/21 10:51,1/22/21 11:00,100,505,1/22/21 11:00,R_2c7A4nIkuziLHWX,anonymous,DE,1,Harm,2,1,2,1,3,1,22,1,2,none,none,4,0,,,,,
1/22/21 10:58,1/22/21 11:01,100,167,1/22/21 11:01,R_1rGRTY3SRsQ5xFv,anonymous,DE,0,No Harm,15,1,15,1,7,1,36,1,2,none,none,4,0,,,,,
1/22/21 10:57,1/22/21 11:02,100,286,1/22/21 11:02,R_0P6kQMVumc42ikx,anonymous,DE,0,No Harm,25,1,25,1,4,1,43,1,2,none,none,4,0,,,,,
1/22/21 10:54,1/22/21 11:03,100,529,1/22/21 11:03,R_R8seWbBQqJraHzb,anonymous,DE,1,Harm,0,0,0,0,15,2,63,1,2,none,none,4,0,,,,,
1/22/21 10:58,1/22/21 11:04,100,378,1/22/21 11:04,R_1l0Nno4DtD9VR0C,anonymous,DE,1,Harm,15,1,15,1,5,1,37,1,2,none,none,4,0,,,,,
1/22/21 11:00,1/22/21 11:04,100,280,1/22/21 11:04,R_SI7F0cH23GxHpAt,anonymous,DE,0,No Harm,10,1,10,1,10,1,38,1,2,none,none,4,0,,,,,
1/22/21 11:01,1/22/21 11:06,100,268,1/22/21 11:06,R_1M2vXpJuVLqTUlP,anonymous,DE,1,Harm,6,1,0,0,5,2,54,1,2,none,none,4,0,,,,,es gab keine Probleme.
1/22/21 11:03,1/22/21 11:08,100,254,1/22/21 11:08,R_VJNwkRMUaO2Oxl7,anonymous,DE,0,No Harm,15,1,25,1,15,2,32,1,2,none,none,4,0,,,,,
