submission_id,RT,age,comments,education,endTime,experiment_id,gender,languages,option1,option2,response,startTime,timeSpent,trial_name,trial_number
1197,2546,21,NA,Graduated High School,1603898305481,44,male,German,Biology,Logic,Biology,1603898258047,0.7905666666666666,forced_choice,3
1196,6766,20,NA,Graduated High School,1603896510712,44,female,German,Mountains,Beach,Beach,1603896476366,0.5724333333333333,forced_choice,1
1196,4091,20,NA,Graduated High School,1603896510712,44,female,German,Biology,Logic,Biology,1603896476366,0.5724333333333333,forced_choice,2
1196,2349,20,NA,Graduated High School,1603896510712,44,female,German,Metal,Jazz,Jazz,1603896476366,0.5724333333333333,forced_choice,3
1195,4800,21,NA,Graduated High School,1603895945620,44,male,German,Mountains,Beach,Mountains,1603895862805,1.38025,forced_choice,1
1195,4790,21,NA,Graduated High School,1603895945620,44,male,German,Metal,Jazz,Jazz,1603895862805,1.38025,forced_choice,2
1195,4336,21,NA,Graduated High School,1603895945620,44,male,German,Biology,Logic,Logic,1603895862805,1.38025,forced_choice,3
1190,4797,35,NA,Graduated College,1603886331667,44,male,German,Metal,Jazz,Metal,1603886290620,0.6841166666666667,forced_choice,1
1190,3891,35,NA,Graduated College,1603886331667,44,male,German,Mountains,Beach,Beach,1603886290620,0.6841166666666667,forced_choice,2
1190,4196,35,NA,Graduated College,1603886331667,44,male,German,Biology,Logic,Logic,1603886290620,0.6841166666666667,forced_choice,3
1189,15558,21,NA,Graduated High School,1603885658039,44,female,german,Mountains,Beach,Mountains,1603885598683,0.9892666666666666,forced_choice,1
1189,3163,21,NA,Graduated High School,1603885658039,44,female,german,Metal,Jazz,Jazz,1603885598683,0.9892666666666666,forced_choice,2
1189,1679,21,NA,Graduated High School,1603885658039,44,female,german,Biology,Logic,Logic,1603885598683,0.9892666666666666,forced_choice,3
1188,7006,22,NA,NA,1603882916921,44,male,german,Biology,Logic,Biology,1603882786403,2.1753,forced_choice,1
1188,3344,22,NA,NA,1603882916921,44,male,german,Metal,Jazz,Jazz,1603882786403,2.1753,forced_choice,2
1188,4087,22,NA,NA,1603882916921,44,male,german,Mountains,Beach,Mountains,1603882786403,2.1753,forced_choice,3
1187,9197,20,NA,Graduated High School,1603881359281,44,female,German,Mountains,Beach,Mountains,1603881309238,0.83405,forced_choice,1
1187,9932,20,NA,Graduated High School,1603881359281,44,female,German,Metal,Jazz,Jazz,1603881309238,0.83405,forced_choice,2
1187,2700,20,NA,Graduated High School,1603881359281,44,female,German,Biology,Logic,Logic,1603881309238,0.83405,forced_choice,3
1185,5219,21,NA,Graduated High School,1603880841148,44,female,german/swiss german,Biology,Logic,Biology,1603880458530,6.376966666666666,forced_choice,1
1185,7676,21,NA,Graduated High School,1603880841148,44,female,german/swiss german,Metal,Jazz,Metal,1603880458530,6.376966666666666,forced_choice,2
1185,2023,21,NA,Graduated High School,1603880841148,44,female,german/swiss german,Mountains,Beach,Mountains,1603880458530,6.376966666666666,forced_choice,3
1184,6913,24,NA,Graduated College,1603876459799,44,male,German,Mountains,Beach,Mountains,1603876420883,0.6486,forced_choice,1
1184,5630,24,NA,Graduated College,1603876459799,44,male,German,Metal,Jazz,Metal,1603876420883,0.6486,forced_choice,2
1184,4046,24,NA,Graduated College,1603876459799,44,male,German,Biology,Logic,Logic,1603876420883,0.6486,forced_choice,3
1183,4815,21,NA,Graduated College,1603873562751,44,female,NA,Metal,Jazz,Jazz,1603873522661,0.6681666666666667,forced_choice,1
1183,2905,21,NA,Graduated College,1603873562751,44,female,NA,Mountains,Beach,Beach,1603873522661,0.6681666666666667,forced_choice,2
1183,2439,21,NA,Graduated College,1603873562751,44,female,NA,Biology,Logic,Logic,1603873522661,0.6681666666666667,forced_choice,3
1182,5936,20,NA,Graduated High School,1603873457555,44,female,german,Mountains,Beach,Beach,1603873421907,0.5941333333333333,forced_choice,1
1182,2867,20,NA,Graduated High School,1603873457555,44,female,german,Metal,Jazz,Jazz,1603873421907,0.5941333333333333,forced_choice,2
1182,2300,20,NA,Graduated High School,1603873457555,44,female,german,Biology,Logic,Biology,1603873421907,0.5941333333333333,forced_choice,3
1181,9637,22,NA,Graduated High School,1603869631644,44,female,german,Mountains,Beach,Mountains,1603869574436,0.9534666666666667,forced_choice,1
1181,4459,22,NA,Graduated High School,1603869631644,44,female,german,Metal,Jazz,Jazz,1603869574436,0.9534666666666667,forced_choice,2
1181,6959,22,NA,Graduated High School,1603869631644,44,female,german,Biology,Logic,Biology,1603869574436,0.9534666666666667,forced_choice,3
1180,4126,21,NA,Graduated High School,1603866816910,44,female,german,Biology,Logic,Biology,1603866779095,0.63025,forced_choice,1
1180,4076,21,NA,Graduated High School,1603866816910,44,female,german,Metal,Jazz,Jazz,1603866779095,0.63025,forced_choice,2
1180,5826,21,NA,Graduated High School,1603866816910,44,female,german,Mountains,Beach,Beach,1603866779095,0.63025,forced_choice,3
1179,6300,21,NA,Graduated High School,1603866772714,44,female,german,Metal,Jazz,Jazz,1603866730729,0.69975,forced_choice,1
1179,7673,21,NA,Graduated High School,1603866772714,44,female,german,Mountains,Beach,Beach,1603866730729,0.69975,forced_choice,2
1179,6,21,NA,Graduated High School,1603866772714,44,female,german,Biology,Logic,Logic,1603866730729,0.69975,forced_choice,3
1178,6138,19,"God, these were hard...\nI need a ""uhm it depends"" - Button :)",Graduated High School,1603841260413,44,female,German,Biology,Logic,Logic,1603841163662,1.6125166666666666,forced_choice,1
1178,13823,19,"God, these were hard...\nI need a ""uhm it depends"" - Button :)",Graduated High School,1603841260413,44,female,German,Metal,Jazz,Jazz,1603841163662,1.6125166666666666,forced_choice,2
1178,3632,19,"God, these were hard...\nI need a ""uhm it depends"" - Button :)",Graduated High School,1603841260413,44,female,German,Mountains,Beach,Beach,1603841163662,1.6125166666666666,forced_choice,3
1177,7409,19,NA,Graduated High School,1603836227869,44,female,German,Biology,Logic,Logic,1603836188788,0.65135,forced_choice,1
1177,4454,19,NA,Graduated High School,1603836227869,44,female,German,Mountains,Beach,Mountains,1603836188788,0.65135,forced_choice,2
1177,2692,19,NA,Graduated High School,1603836227869,44,female,German,Metal,Jazz,Jazz,1603836188788,0.65135,forced_choice,3
1176,6565,20,NA,Graduated High School,1603833553252,44,male,deutsch,Mountains,Beach,Beach,1603833506989,0.77105,forced_choice,1
1176,7919,20,NA,Graduated High School,1603833553252,44,male,deutsch,Biology,Logic,Biology,1603833506989,0.77105,forced_choice,2
1176,3489,20,NA,Graduated High School,1603833553252,44,male,deutsch,Metal,Jazz,Jazz,1603833506989,0.77105,forced_choice,3
1175,4801,21,Michael you're amazing! I always hated statistics and so far you made it my favourite subject this year. Keep on!,Graduated High School,1603829377427,44,male,german,Biology,Logic,Logic,1603821930742,124.11141666666667,forced_choice,1
1175,2639,21,Michael you're amazing! I always hated statistics and so far you made it my favourite subject this year. Keep on!,Graduated High School,1603829377427,44,male,german,Mountains,Beach,Mountains,1603821930742,124.11141666666667,forced_choice,2
1175,1386,21,Michael you're amazing! I always hated statistics and so far you made it my favourite subject this year. Keep on!,Graduated High School,1603829377427,44,male,german,Metal,Jazz,Jazz,1603821930742,124.11141666666667,forced_choice,3
1174,12352,18,NA,NA,1603829069689,44,female,German,Mountains,Beach,Beach,1603829005343,1.0724333333333333,forced_choice,1
1174,3286,18,NA,NA,1603829069689,44,female,German,Metal,Jazz,Jazz,1603829005343,1.0724333333333333,forced_choice,2
1174,3163,18,NA,NA,1603829069689,44,female,German,Biology,Logic,Biology,1603829005343,1.0724333333333333,forced_choice,3
1173,5815,23,NA,Graduated High School,1603828996484,44,female,english,Biology,Logic,Biology,1603828897898,1.6431,forced_choice,1
1173,4495,23,NA,Graduated High School,1603828996484,44,female,english,Metal,Jazz,Jazz,1603828897898,1.6431,forced_choice,2
1173,4315,23,NA,Graduated High School,1603828996484,44,female,english,Mountains,Beach,Mountains,1603828897898,1.6431,forced_choice,3
1172,8125,27,NA,Graduated College,1603827534102,44,female,German,Metal,Jazz,Jazz,1603827410313,2.06315,forced_choice,1
1172,7010,27,NA,Graduated College,1603827534102,44,female,German,Biology,Logic,Biology,1603827410313,2.06315,forced_choice,2
1172,4536,27,NA,Graduated College,1603827534102,44,female,German,Mountains,Beach,Mountains,1603827410313,2.06315,forced_choice,3
1171,19392,19,NA,Graduated High School,1603822031534,44,male,NA,Biology,Logic,Biology,1603821806912,3.7437,forced_choice,1
1171,6807,19,NA,Graduated High School,1603822031534,44,male,NA,Mountains,Beach,Mountains,1603821806912,3.7437,forced_choice,2
1171,2596,19,NA,Graduated High School,1603822031534,44,male,NA,Metal,Jazz,Jazz,1603821806912,3.7437,forced_choice,3
1170,5489,18,NA,Graduated High School,1603820740775,44,female,German,Biology,Logic,Biology,1603820697307,0.7244666666666667,forced_choice,1
1170,2581,18,NA,Graduated High School,1603820740775,44,female,German,Metal,Jazz,Jazz,1603820697307,0.7244666666666667,forced_choice,2
1170,3606,18,NA,Graduated High School,1603820740775,44,female,German,Mountains,Beach,Beach,1603820697307,0.7244666666666667,forced_choice,3
1168,7413,27,"I speak English and German fluently,\nEnglish is like a second language to me though",Graduated College,1603818594264,44,female,Arabic,Biology,Logic,Logic,1603818437480,2.6130666666666666,forced_choice,1
1168,11837,27,"I speak English and German fluently,\nEnglish is like a second language to me though",Graduated College,1603818594264,44,female,Arabic,Mountains,Beach,Mountains,1603818437480,2.6130666666666666,forced_choice,2
1168,6517,27,"I speak English and German fluently,\nEnglish is like a second language to me though",Graduated College,1603818594264,44,female,Arabic,Metal,Jazz,Jazz,1603818437480,2.6130666666666666,forced_choice,3
1167,5856,23,NA,Graduated College,1603817673033,44,female,Turkish,Biology,Logic,Biology,1603817436640,3.9398833333333334,forced_choice,1
1167,4442,23,NA,Graduated College,1603817673033,44,female,Turkish,Metal,Jazz,Jazz,1603817436640,3.9398833333333334,forced_choice,2
1167,8449,23,NA,Graduated College,1603817673033,44,female,Turkish,Mountains,Beach,Mountains,1603817436640,3.9398833333333334,forced_choice,3
1166,17917,22,NA,Graduated High School,1603817329632,44,male,NA,Metal,Jazz,Jazz,1603817261649,1.13305,forced_choice,1
1166,6539,22,NA,Graduated High School,1603817329632,44,male,NA,Biology,Logic,Logic,1603817261649,1.13305,forced_choice,2
1166,17077,22,NA,Graduated High School,1603817329632,44,male,NA,Mountains,Beach,Beach,1603817261649,1.13305,forced_choice,3
1165,5453,20,NA,Graduated High School,1603816693280,44,female,german,Metal,Jazz,Metal,1603816640425,0.8809166666666667,forced_choice,1
1165,8364,20,NA,Graduated High School,1603816693280,44,female,german,Biology,Logic,Biology,1603816640425,0.8809166666666667,forced_choice,2
1165,16140,20,NA,Graduated High School,1603816693280,44,female,german,Mountains,Beach,Beach,1603816640425,0.8809166666666667,forced_choice,3
1164,6519,26,NA,Higher Degree,1603816381124,44,female,Spanish,Mountains,Beach,Beach,1603816331833,0.8215166666666667,forced_choice,1
1164,2521,26,NA,Higher Degree,1603816381124,44,female,Spanish,Metal,Jazz,Metal,1603816331833,0.8215166666666667,forced_choice,2
1164,3355,26,NA,Higher Degree,1603816381124,44,female,Spanish,Biology,Logic,Biology,1603816331833,0.8215166666666667,forced_choice,3
1163,22162,22,NA,Graduated High School,1603815710231,44,female,german,Biology,Logic,Biology,1603815611314,1.6486166666666666,forced_choice,1
1163,5373,22,NA,Graduated High School,1603815710231,44,female,german,Mountains,Beach,Beach,1603815611314,1.6486166666666666,forced_choice,2
1163,2367,22,NA,Graduated High School,1603815710231,44,female,german,Metal,Jazz,Jazz,1603815611314,1.6486166666666666,forced_choice,3
1162,5600,21,NA,Graduated High School,1603814865457,44,male,"Italian, French",Metal,Jazz,Jazz,1603814753350,1.86845,forced_choice,1
1162,3244,21,NA,Graduated High School,1603814865457,44,male,"Italian, French",Biology,Logic,Logic,1603814753350,1.86845,forced_choice,2
1162,3086,21,NA,Graduated High School,1603814865457,44,male,"Italian, French",Mountains,Beach,Beach,1603814753350,1.86845,forced_choice,3
1161,8710,25,NA,Graduated High School,1603814850165,44,female,german,Biology,Logic,Biology,1603814806108,0.7342833333333333,forced_choice,1
1161,9470,25,NA,Graduated High School,1603814850165,44,female,german,Metal,Jazz,Metal,1603814806108,0.7342833333333333,forced_choice,2
1161,2191,25,NA,Graduated High School,1603814850165,44,female,german,Mountains,Beach,Mountains,1603814806108,0.7342833333333333,forced_choice,3
1160,6466,23,NA,Graduated High School,1603814820119,44,female,german,Biology,Logic,Logic,1603814778058,0.7010166666666666,forced_choice,1
1160,3019,23,NA,Graduated High School,1603814820119,44,female,german,Metal,Jazz,Jazz,1603814778058,0.7010166666666666,forced_choice,2
1160,3696,23,NA,Graduated High School,1603814820119,44,female,german,Mountains,Beach,Beach,1603814778058,0.7010166666666666,forced_choice,3
1159,4678,20,NA,Graduated High School,1603814192917,44,male,german,Metal,Jazz,Jazz,1603814109519,1.3899666666666666,forced_choice,1
1159,3211,20,NA,Graduated High School,1603814192917,44,male,german,Biology,Logic,Logic,1603814109519,1.3899666666666666,forced_choice,2
1159,8768,20,NA,Graduated High School,1603814192917,44,male,german,Mountains,Beach,Beach,1603814109519,1.3899666666666666,forced_choice,3
1158,15439,26,NA,Graduated High School,1603813995704,44,female,German,Metal,Jazz,Jazz,1603813935632,1.0012,forced_choice,1
1158,4055,26,NA,Graduated High School,1603813995704,44,female,German,Mountains,Beach,Beach,1603813935632,1.0012,forced_choice,2
1158,4277,26,NA,Graduated High School,1603813995704,44,female,German,Biology,Logic,Biology,1603813935632,1.0012,forced_choice,3
1157,4081,21,NA,Graduated High School,1603813887235,44,male,German,Metal,Jazz,Jazz,1603813856256,0.5163166666666666,forced_choice,1
1157,2975,21,NA,Graduated High School,1603813887235,44,male,German,Mountains,Beach,Beach,1603813856256,0.5163166666666666,forced_choice,2
1157,3514,21,NA,Graduated High School,1603813887235,44,male,German,Biology,Logic,Logic,1603813856256,0.5163166666666666,forced_choice,3
1156,2999,20,NA,Graduated High School,1603812908249,44,female,german,Biology,Logic,Logic,1603812871559,0.6115,forced_choice,1
1156,3072,20,NA,Graduated High School,1603812908249,44,female,german,Metal,Jazz,Jazz,1603812871559,0.6115,forced_choice,2
1156,1677,20,NA,Graduated High School,1603812908249,44,female,german,Mountains,Beach,Mountains,1603812871559,0.6115,forced_choice,3
1155,4390,21,NA,Graduated High School,1603812902844,44,male,erman,Metal,Jazz,Jazz,1603812854916,0.7988,forced_choice,1
1155,7261,21,NA,Graduated High School,1603812902844,44,male,erman,Biology,Logic,Logic,1603812854916,0.7988,forced_choice,2
1155,3689,21,NA,Graduated High School,1603812902844,44,male,erman,Mountains,Beach,Mountains,1603812854916,0.7988,forced_choice,3
1154,11252,27,NA,Higher Degree,1603812610930,44,female,"Russian, English",Biology,Logic,Biology,1603812556377,0.9092166666666667,forced_choice,1
1154,4389,27,NA,Higher Degree,1603812610930,44,female,"Russian, English",Mountains,Beach,Mountains,1603812556377,0.9092166666666667,forced_choice,2
1154,3753,27,NA,Higher Degree,1603812610930,44,female,"Russian, English",Metal,Jazz,Jazz,1603812556377,0.9092166666666667,forced_choice,3
1153,13713,20,NA,Graduated High School,1603812057266,44,female,German,Mountains,Beach,Mountains,1603811960893,1.6062166666666666,forced_choice,1
1153,6638,20,NA,Graduated High School,1603812057266,44,female,German,Biology,Logic,Biology,1603811960893,1.6062166666666666,forced_choice,2
1153,7675,20,NA,Graduated High School,1603812057266,44,female,German,Metal,Jazz,Jazz,1603811960893,1.6062166666666666,forced_choice,3
1151,6343,19,NA,Graduated High School,1603811846058,44,female,German,Metal,Jazz,Jazz,1603811784939,1.01865,forced_choice,1
1151,3071,19,NA,Graduated High School,1603811846058,44,female,German,Mountains,Beach,Mountains,1603811784939,1.01865,forced_choice,2
1151,5385,19,NA,Graduated High School,1603811846058,44,female,German,Biology,Logic,Logic,1603811784939,1.01865,forced_choice,3
1150,5114,20,NA,Graduated High School,1603811133607,44,female,German,Biology,Logic,Biology,1603811084334,0.8212166666666667,forced_choice,1
1150,7394,20,NA,Graduated High School,1603811133607,44,female,German,Mountains,Beach,Mountains,1603811084334,0.8212166666666667,forced_choice,2
1150,3221,20,NA,Graduated High School,1603811133607,44,female,German,Metal,Jazz,Jazz,1603811084334,0.8212166666666667,forced_choice,3
1149,7987,NA,NA,Higher Degree,1603809915929,44,female,NA,Mountains,Beach,Beach,1603808883970,17.199316666666668,forced_choice,1
1149,8189,NA,NA,Higher Degree,1603809915929,44,female,NA,Metal,Jazz,Jazz,1603808883970,17.199316666666668,forced_choice,2
1149,11792,NA,NA,Higher Degree,1603809915929,44,female,NA,Biology,Logic,Logic,1603808883970,17.199316666666668,forced_choice,3
1147,5921,21,NA,Graduated High School,1603809397673,44,female,German,Mountains,Beach,Mountains,1603809362716,0.5826166666666667,forced_choice,1
1147,4831,21,NA,Graduated High School,1603809397673,44,female,German,Biology,Logic,Logic,1603809362716,0.5826166666666667,forced_choice,2
1147,2299,21,NA,Graduated High School,1603809397673,44,female,German,Metal,Jazz,Jazz,1603809362716,0.5826166666666667,forced_choice,3
1146,2967,20,NA,Graduated High School,1603809356143,44,male,NA,Metal,Jazz,Jazz,1603809323098,0.55075,forced_choice,1
1146,5887,20,NA,Graduated High School,1603809356143,44,male,NA,Mountains,Beach,Beach,1603809323098,0.55075,forced_choice,2
1146,4760,20,NA,Graduated High School,1603809356143,44,male,NA,Biology,Logic,Biology,1603809323098,0.55075,forced_choice,3
1145,6212,NA,NA,NA,1603809038673,44,NA,NA,Metal,Jazz,Jazz,1603809006340,0.5388833333333334,forced_choice,1
1145,4330,NA,NA,NA,1603809038673,44,NA,NA,Mountains,Beach,Beach,1603809006340,0.5388833333333334,forced_choice,2
1145,2191,NA,NA,NA,1603809038673,44,NA,NA,Biology,Logic,Biology,1603809006340,0.5388833333333334,forced_choice,3
1144,4972,20,NA,Graduated High School,1603808845689,44,male,German,Biology,Logic,Biology,1603808767921,1.2961333333333334,forced_choice,1
1144,3898,20,NA,Graduated High School,1603808845689,44,male,German,Metal,Jazz,Jazz,1603808767921,1.2961333333333334,forced_choice,2
1144,7812,20,NA,Graduated High School,1603808845689,44,male,German,Mountains,Beach,Mountains,1603808767921,1.2961333333333334,forced_choice,3
1143,8238,19,Thank you,Graduated High School,1603808761716,44,male,german,Biology,Logic,Logic,1603808717815,0.7316833333333334,forced_choice,1
1143,8703,19,Thank you,Graduated High School,1603808761716,44,male,german,Mountains,Beach,Mountains,1603808717815,0.7316833333333334,forced_choice,2
1143,1992,19,Thank you,Graduated High School,1603808761716,44,male,german,Metal,Jazz,Jazz,1603808717815,0.7316833333333334,forced_choice,3
1141,5125,24,I guess college = Abitur,Graduated College,1603808624016,44,female,"German, Danish",Metal,Jazz,Metal,1603808457637,2.7729833333333334,forced_choice,1
1141,4684,24,I guess college = Abitur,Graduated College,1603808624016,44,female,"German, Danish",Biology,Logic,Biology,1603808457637,2.7729833333333334,forced_choice,2
